customer_id,signup_date,segment,region,acquisition_channel
C0001689,2025-03-01,Startup,North America,referral
C0005857,2025-03-01,SMB,LATAM,referral
C0004390,2025-03-01,Mid-Market,EMEA,email
C0001861,2025-03-01,Startup,North America,social_ads
C0005296,2025-03-02,Mid-Market,North America,partners
C0006772,2025-03-02,Startup,APAC,paid_search
C0007510,2025-03-02,SMB,North America,paid_search
C0008388,2025-03-02,Enterprise,North America,organic
C0006628,2025-03-02,SMB,APAC,referral
C0002684,2025-03-02,Mid-Market,North America,email
C0007746,2025-03-02,Mid-Market,EMEA,referral
C0008146,2025-03-02,SMB,LATAM,partners
C0002449,2025-03-02,Mid-Market,EMEA,organic
C0008581,2025-03-03,Mid-Market,EMEA,paid_search
C0002188,2025-03-03,SMB,North America,referral
C0001274,2025-03-03,Startup,LATAM,social_ads
C0005593,2025-03-03,Startup,EMEA,organic
C0003363,2025-03-03,Mid-Market,EMEA,paid_search
C0008334,2025-03-03,Enterprise,APAC,organic
C0004458,2025-03-03,SMB,APAC,organic
C0004874,2025-03-03,Mid-Market,North America,partners
C0000814,2025-03-03,Startup,EMEA,paid_search
C0007112,2025-03-03,SMB,EMEA,referral
C0005684,2025-03-03,SMB,LATAM,organic
C0007696,2025-03-03,Startup,EMEA,social_ads
C0005262,2025-03-03,Mid-Market,LATAM,referral
C0007897,2025-03-03,SMB,EMEA,organic
C0000929,2025-03-03,Mid-Market,EMEA,organic
C0002450,2025-03-03,SMB,LATAM,referral
C0007059,2025-03-03,Startup,EMEA,organic
C0000121,2025-03-03,Mid-Market,North America,referral
C0007161,2025-03-04,Mid-Market,EMEA,paid_search
C0001232,2025-03-04,Mid-Market,APAC,organic
C0004784,2025-03-04,Startup,EMEA,paid_search
C0004064,2025-03-04,Startup,North America,email
C0006500,2025-03-04,Startup,EMEA,paid_search
C0002536,2025-03-04,SMB,North America,paid_search
C0003932,2025-03-04,SMB,EMEA,referral
C0000559,2025-03-04,SMB,LATAM,referral
C0008813,2025-03-04,Startup,EMEA,social_ads
C0001095,2025-03-04,SMB,EMEA,partners
C0002433,2025-03-04,Mid-Market,APAC,organic
C0000578,2025-03-05,Startup,North America,organic
C0002437,2025-03-05,Mid-Market,EMEA,social_ads
C0002206,2025-03-05,Mid-Market,North America,paid_search
C0006538,2025-03-05,SMB,EMEA,paid_search
C0002254,2025-03-05,Startup,APAC,paid_search
C0000130,2025-03-05,SMB,North America,referral
C0002846,2025-03-05,Mid-Market,LATAM,referral
C0002928,2025-03-06,SMB,LATAM,organic
C0007812,2025-03-06,Startup,EMEA,partners
C0004368,2025-03-06,Startup,North America,social_ads
C0004511,2025-03-06,Startup,North America,social_ads
C0003635,2025-03-06,Startup,EMEA,paid_search
C0000393,2025-03-06,Startup,North America,referral
C0008403,2025-03-06,Mid-Market,LATAM,referral
C0008010,2025-03-06,Mid-Market,North America,social_ads
C0006509,2025-03-06,Mid-Market,LATAM,paid_search
C0005892,2025-03-06,Startup,APAC,social_ads
C0008056,2025-03-06,Startup,EMEA,paid_search
C0007869,2025-03-06,SMB,EMEA,paid_search
C0007409,2025-03-06,Mid-Market,APAC,organic
C0000483,2025-03-06,SMB,North America,email
C0003491,2025-03-06,Startup,EMEA,paid_search
C0004718,2025-03-07,SMB,North America,paid_search
C0004117,2025-03-07,SMB,EMEA,referral
C0000349,2025-03-07,Startup,APAC,organic
C0000773,2025-03-07,Startup,North America,organic
C0005158,2025-03-07,Mid-Market,North America,partners
C0003007,2025-03-07,Startup,North America,paid_search
C0004294,2025-03-07,SMB,EMEA,paid_search
C0003214,2025-03-07,Startup,EMEA,partners
C0003348,2025-03-07,Mid-Market,APAC,paid_search
C0000659,2025-03-07,SMB,APAC,partners
C0001280,2025-03-07,SMB,APAC,email
C0002926,2025-03-07,Mid-Market,EMEA,social_ads
C0004298,2025-03-07,Mid-Market,LATAM,paid_search
C0004375,2025-03-08,SMB,North America,partners
C0005510,2025-03-08,Enterprise,North America,partners
C0000698,2025-03-08,SMB,EMEA,social_ads
C0005653,2025-03-08,Mid-Market,EMEA,social_ads
C0008030,2025-03-08,Startup,North America,organic
C0002469,2025-03-08,Enterprise,LATAM,organic
C0000135,2025-03-08,Enterprise,EMEA,paid_search
C0000274,2025-03-08,SMB,North America,referral
C0008848,2025-03-08,Enterprise,North America,paid_search
C0004097,2025-03-08,Startup,North America,paid_search
C0008031,2025-03-08,SMB,North America,organic
C0006762,2025-03-08,Enterprise,APAC,email
C0002464,2025-03-09,Startup,North America,social_ads
C0008796,2025-03-09,Enterprise,North America,referral
C0008430,2025-03-09,SMB,APAC,social_ads
C0005029,2025-03-09,Mid-Market,North America,organic
C0008173,2025-03-09,Enterprise,APAC,social_ads
C0002964,2025-03-09,Startup,North America,paid_search
C0008204,2025-03-09,Startup,LATAM,paid_search
C0002391,2025-03-09,SMB,EMEA,social_ads
C0004425,2025-03-09,Mid-Market,LATAM,social_ads
C0003538,2025-03-09,SMB,North America,referral
C0001483,2025-03-09,Enterprise,EMEA,organic
C0003956,2025-03-10,SMB,North America,social_ads
C0005942,2025-03-10,Enterprise,APAC,partners
C0008282,2025-03-10,Startup,North America,partners
C0004831,2025-03-10,Mid-Market,EMEA,paid_search
C0000804,2025-03-10,SMB,EMEA,organic
C0002931,2025-03-10,Mid-Market,EMEA,organic
C0006273,2025-03-10,Startup,North America,paid_search
C0002468,2025-03-10,Startup,EMEA,social_ads
C0001338,2025-03-10,Enterprise,LATAM,partners
C0003002,2025-03-10,SMB,EMEA,social_ads
C0006683,2025-03-10,SMB,EMEA,paid_search
C0002030,2025-03-10,SMB,North America,partners
C0000260,2025-03-10,SMB,APAC,social_ads
C0000344,2025-03-10,SMB,APAC,paid_search
C0005916,2025-03-11,Enterprise,EMEA,paid_search
C0004406,2025-03-11,Mid-Market,North America,referral
C0003272,2025-03-11,Enterprise,APAC,paid_search
C0006951,2025-03-11,SMB,North America,referral
C0000827,2025-03-11,Mid-Market,North America,partners
C0000822,2025-03-11,Mid-Market,APAC,partners
C0005357,2025-03-11,SMB,North America,paid_search
C0004808,2025-03-11,Mid-Market,LATAM,social_ads
C0000675,2025-03-11,Enterprise,North America,social_ads
C0006920,2025-03-11,Startup,EMEA,partners
C0007414,2025-03-11,Mid-Market,APAC,partners
C0004995,2025-03-11,Mid-Market,North America,social_ads
C0008761,2025-03-11,Mid-Market,EMEA,referral
C0004947,2025-03-11,SMB,EMEA,organic
C0004943,2025-03-11,Startup,North America,organic
C0002395,2025-03-11,Enterprise,APAC,partners
C0004882,2025-03-12,Enterprise,EMEA,paid_search
C0002818,2025-03-12,Mid-Market,EMEA,paid_search
C0008781,2025-03-12,SMB,APAC,paid_search
C0008846,2025-03-12,Startup,APAC,social_ads
C0002804,2025-03-12,Mid-Market,LATAM,organic
C0006738,2025-03-12,Startup,LATAM,email
C0008864,2025-03-12,SMB,APAC,referral
C0006944,2025-03-12,Startup,EMEA,organic
C0008669,2025-03-12,Startup,EMEA,referral
C0000234,2025-03-12,Mid-Market,EMEA,partners
C0002401,2025-03-12,SMB,North America,organic
C0003440,2025-03-12,SMB,APAC,social_ads
C0008985,2025-03-12,Enterprise,APAC,referral
C0003364,2025-03-12,Mid-Market,LATAM,referral
C0003061,2025-03-13,Mid-Market,EMEA,paid_search
C0002309,2025-03-13,Mid-Market,EMEA,paid_search
C0008854,2025-03-13,Mid-Market,APAC,paid_search
C0005543,2025-03-13,Mid-Market,North America,referral
C0006969,2025-03-13,Mid-Market,EMEA,paid_search
C0001307,2025-03-13,Startup,APAC,referral
C0008888,2025-03-13,Mid-Market,North America,organic
C0000594,2025-03-13,SMB,APAC,referral
C0002195,2025-03-13,SMB,APAC,referral
C0006325,2025-03-13,SMB,EMEA,partners
C0005374,2025-03-13,SMB,North America,paid_search
C0005608,2025-03-13,SMB,APAC,referral
C0006987,2025-03-13,Mid-Market,LATAM,organic
C0007470,2025-03-13,Mid-Market,EMEA,social_ads
C0007945,2025-03-13,Mid-Market,APAC,partners
C0006214,2025-03-14,SMB,EMEA,organic
C0006435,2025-03-14,Startup,North America,paid_search
C0000360,2025-03-14,Startup,North America,paid_search
C0006741,2025-03-14,SMB,North America,referral
C0000197,2025-03-14,Startup,EMEA,referral
C0007027,2025-03-14,Mid-Market,North America,organic
C0001012,2025-03-14,Mid-Market,EMEA,referral
C0008844,2025-03-14,Mid-Market,North America,referral
C0003152,2025-03-14,Enterprise,North America,partners
C0001919,2025-03-14,Startup,APAC,organic
C0007003,2025-03-14,Mid-Market,North America,paid_search
C0003633,2025-03-14,Mid-Market,EMEA,email
C0008504,2025-03-14,Startup,APAC,referral
C0006657,2025-03-14,Mid-Market,North America,paid_search
C0007429,2025-03-14,Startup,LATAM,paid_search
C0003309,2025-03-14,Enterprise,North America,referral
C0008798,2025-03-15,Startup,APAC,social_ads
C0007844,2025-03-15,SMB,EMEA,referral
C0005019,2025-03-15,SMB,APAC,social_ads
C0005544,2025-03-15,Mid-Market,EMEA,partners
C0000524,2025-03-15,Startup,North America,referral
C0008622,2025-03-15,Enterprise,APAC,paid_search
C0008109,2025-03-15,SMB,LATAM,social_ads
C0007600,2025-03-15,Mid-Market,North America,organic
C0006110,2025-03-15,Startup,North America,organic
C0003165,2025-03-15,Startup,North America,paid_search
C0006395,2025-03-15,SMB,North America,paid_search
C0003692,2025-03-15,SMB,APAC,referral
C0007250,2025-03-15,Enterprise,North America,organic
C0000790,2025-03-15,Enterprise,EMEA,partners
C0007150,2025-03-15,Startup,LATAM,paid_search
C0007729,2025-03-15,Mid-Market,North America,partners
C0006320,2025-03-15,Startup,EMEA,paid_search
C0005430,2025-03-15,Startup,APAC,organic
C0002155,2025-03-16,Mid-Market,EMEA,paid_search
C0005117,2025-03-16,Enterprise,EMEA,partners
C0006845,2025-03-16,Mid-Market,EMEA,partners
C0005861,2025-03-16,Startup,APAC,paid_search
C0000882,2025-03-16,SMB,North America,paid_search
C0002039,2025-03-16,Startup,North America,referral
C0005257,2025-03-16,SMB,North America,paid_search
C0006899,2025-03-16,SMB,North America,paid_search
C0002378,2025-03-16,Mid-Market,EMEA,social_ads
C0001207,2025-03-16,Startup,APAC,referral
C0006582,2025-03-16,Startup,North America,paid_search
C0003029,2025-03-16,Mid-Market,North America,social_ads
C0007214,2025-03-16,Startup,EMEA,paid_search
C0005327,2025-03-16,Enterprise,North America,social_ads
C0001824,2025-03-16,Mid-Market,APAC,social_ads
C0006167,2025-03-16,Enterprise,North America,paid_search
C0008110,2025-03-16,Startup,EMEA,referral
C0005059,2025-03-17,Startup,EMEA,paid_search
C0004227,2025-03-17,Startup,North America,referral
C0003855,2025-03-17,SMB,North America,partners
C0003615,2025-03-17,SMB,North America,paid_search
C0001938,2025-03-17,Startup,LATAM,referral
C0004883,2025-03-17,Startup,EMEA,social_ads
C0007835,2025-03-17,Mid-Market,APAC,partners
C0000784,2025-03-17,Startup,EMEA,paid_search
C0007511,2025-03-17,Mid-Market,APAC,social_ads
C0007454,2025-03-17,Startup,North America,social_ads
C0006912,2025-03-17,SMB,EMEA,referral
C0000247,2025-03-17,SMB,North America,social_ads
C0003325,2025-03-18,Startup,North America,social_ads
C0004729,2025-03-18,Startup,North America,paid_search
C0004290,2025-03-18,Mid-Market,APAC,email
C0008145,2025-03-18,Startup,EMEA,organic
C0003170,2025-03-18,SMB,EMEA,referral
C0008495,2025-03-18,Enterprise,North America,referral
C0002565,2025-03-18,Mid-Market,North America,paid_search
C0002984,2025-03-19,SMB,EMEA,paid_search
C0002105,2025-03-19,Mid-Market,APAC,partners
C0007205,2025-03-19,Mid-Market,North America,referral
C0000425,2025-03-19,Mid-Market,North America,referral
C0001905,2025-03-19,SMB,LATAM,paid_search
C0005619,2025-03-19,SMB,LATAM,social_ads
C0005802,2025-03-19,Startup,EMEA,organic
C0006574,2025-03-19,SMB,EMEA,organic
C0001718,2025-03-19,Enterprise,EMEA,organic
C0000245,2025-03-19,Startup,North America,social_ads
C0007235,2025-03-19,SMB,North America,email
C0006709,2025-03-19,SMB,North America,social_ads
C0001585,2025-03-19,Startup,LATAM,social_ads
C0002457,2025-03-19,Mid-Market,EMEA,paid_search
C0008234,2025-03-20,Enterprise,North America,organic
C0008214,2025-03-20,SMB,North America,partners
C0005538,2025-03-20,Startup,LATAM,email
C0001346,2025-03-20,SMB,North America,organic
C0006472,2025-03-20,Mid-Market,EMEA,social_ads
C0006094,2025-03-20,SMB,APAC,organic
C0005626,2025-03-20,Mid-Market,North America,paid_search
C0005877,2025-03-20,Enterprise,LATAM,partners
C0005026,2025-03-21,Startup,North America,social_ads
C0008129,2025-03-21,Startup,North America,social_ads
C0000879,2025-03-21,SMB,EMEA,paid_search
C0003844,2025-03-21,SMB,North America,paid_search
C0003079,2025-03-21,Mid-Market,EMEA,paid_search
C0005290,2025-03-21,Startup,APAC,social_ads
C0005191,2025-03-21,SMB,APAC,paid_search
C0000976,2025-03-21,Startup,EMEA,paid_search
C0008682,2025-03-21,Startup,North America,social_ads
C0008551,2025-03-21,SMB,EMEA,social_ads
C0003944,2025-03-21,SMB,North America,organic
C0002490,2025-03-21,SMB,North America,organic
C0006889,2025-03-21,SMB,EMEA,email
C0001072,2025-03-22,Enterprise,EMEA,partners
C0001932,2025-03-22,SMB,APAC,organic
C0005756,2025-03-22,Mid-Market,APAC,organic
C0001062,2025-03-22,Mid-Market,EMEA,referral
C0003494,2025-03-22,Enterprise,APAC,organic
C0001801,2025-03-22,SMB,North America,paid_search
C0002894,2025-03-22,Mid-Market,LATAM,organic
C0002293,2025-03-22,SMB,APAC,paid_search
C0008931,2025-03-22,SMB,LATAM,social_ads
C0002990,2025-03-22,Startup,LATAM,organic
C0001247,2025-03-22,Startup,LATAM,paid_search
C0003517,2025-03-22,Mid-Market,LATAM,referral
C0004713,2025-03-23,Startup,APAC,email
C0000831,2025-03-23,Mid-Market,APAC,organic
C0007254,2025-03-23,SMB,North America,paid_search
C0004177,2025-03-23,Mid-Market,EMEA,referral
C0000448,2025-03-23,Startup,North America,referral
C0000478,2025-03-23,SMB,EMEA,organic
C0006747,2025-03-23,Startup,APAC,referral
C0006190,2025-03-23,Startup,North America,paid_search
C0003078,2025-03-23,Startup,APAC,email
C0003672,2025-03-23,Mid-Market,North America,partners
C0006145,2025-03-24,Startup,APAC,social_ads
C0002114,2025-03-24,Startup,North America,social_ads
C0001432,2025-03-24,Enterprise,EMEA,referral
C0004724,2025-03-24,SMB,North America,organic
C0005302,2025-03-24,Enterprise,North America,referral
C0007279,2025-03-24,Enterprise,EMEA,organic
C0007861,2025-03-24,Startup,North America,organic
C0002272,2025-03-24,SMB,APAC,social_ads
C0007029,2025-03-24,SMB,APAC,referral
C0005112,2025-03-24,Startup,APAC,social_ads
C0005737,2025-03-24,Enterprise,LATAM,organic
C0004010,2025-03-24,Mid-Market,EMEA,social_ads
C0005590,2025-03-25,Startup,North America,social_ads
C0005624,2025-03-25,SMB,North America,organic
C0001960,2025-03-25,Mid-Market,EMEA,email
C0004423,2025-03-25,SMB,LATAM,email
C0005104,2025-03-25,Mid-Market,LATAM,email
C0003055,2025-03-25,Startup,LATAM,partners
C0002981,2025-03-25,Enterprise,EMEA,referral
C0002607,2025-03-25,SMB,North America,referral
C0002671,2025-03-25,SMB,EMEA,social_ads
C0007952,2025-03-25,Mid-Market,APAC,organic
C0000336,2025-03-25,SMB,EMEA,organic
C0001961,2025-03-25,SMB,North America,paid_search
C0002019,2025-03-25,SMB,North America,paid_search
C0004204,2025-03-25,SMB,LATAM,paid_search
C0001562,2025-03-25,Mid-Market,EMEA,referral
C0005035,2025-03-26,SMB,EMEA,referral
C0004283,2025-03-26,SMB,EMEA,email
C0003689,2025-03-26,Enterprise,EMEA,paid_search
C0008787,2025-03-26,Startup,LATAM,social_ads
C0005710,2025-03-26,Mid-Market,North America,organic
C0008082,2025-03-26,SMB,North America,social_ads
C0003613,2025-03-26,SMB,APAC,paid_search
C0005000,2025-03-26,SMB,EMEA,social_ads
C0005671,2025-03-26,Startup,EMEA,social_ads
C0006093,2025-03-27,SMB,EMEA,paid_search
C0000351,2025-03-27,SMB,EMEA,organic
C0006249,2025-03-27,SMB,North America,referral
C0000450,2025-03-27,Startup,LATAM,social_ads
C0004748,2025-03-27,SMB,LATAM,social_ads
C0006569,2025-03-27,Startup,North America,social_ads
C0007595,2025-03-27,Startup,North America,referral
C0006783,2025-03-27,SMB,North America,referral
C0004088,2025-03-27,Startup,LATAM,paid_search
C0003057,2025-03-27,Mid-Market,APAC,social_ads
C0000923,2025-03-27,Enterprise,LATAM,referral
C0005768,2025-03-27,SMB,APAC,referral
C0003314,2025-03-27,Startup,EMEA,referral
C0001452,2025-03-28,Startup,North America,partners
C0008960,2025-03-28,Mid-Market,LATAM,referral
C0006832,2025-03-28,Startup,North America,social_ads
C0008521,2025-03-28,SMB,North America,social_ads
C0007314,2025-03-28,Startup,North America,email
C0004503,2025-03-28,Startup,EMEA,referral
C0001363,2025-03-28,SMB,North America,paid_search
C0004323,2025-03-28,Mid-Market,EMEA,organic
C0007589,2025-03-28,SMB,EMEA,organic
C0007907,2025-03-28,Startup,EMEA,social_ads
C0001985,2025-03-28,Mid-Market,EMEA,organic
C0002893,2025-03-28,Startup,LATAM,referral
C0003037,2025-03-28,SMB,North America,referral
C0002561,2025-03-28,Enterprise,EMEA,organic
C0003467,2025-03-29,Mid-Market,EMEA,social_ads
C0002576,2025-03-29,Startup,APAC,paid_search
C0006829,2025-03-29,Startup,EMEA,organic
C0002531,2025-03-29,SMB,APAC,referral
C0003869,2025-03-29,Startup,North America,paid_search
C0001113,2025-03-29,SMB,North America,social_ads
C0001672,2025-03-29,SMB,EMEA,organic
C0003896,2025-03-29,Mid-Market,North America,referral
C0004316,2025-03-29,Startup,North America,social_ads
C0003417,2025-03-29,Mid-Market,EMEA,partners
C0001254,2025-03-29,Startup,North America,social_ads
C0000770,2025-03-29,Mid-Market,North America,paid_search
C0001820,2025-03-29,Mid-Market,APAC,social_ads
C0000777,2025-03-29,Startup,APAC,paid_search
C0005141,2025-03-30,Mid-Market,EMEA,referral
C0004970,2025-03-30,SMB,North America,organic
C0000600,2025-03-30,SMB,APAC,referral
C0007509,2025-03-30,Mid-Market,North America,referral
C0002871,2025-03-30,Startup,EMEA,paid_search
C0008913,2025-03-30,Mid-Market,EMEA,paid_search
C0005969,2025-03-30,Mid-Market,North America,organic
C0003832,2025-03-30,Enterprise,North America,referral
C0007940,2025-03-31,Startup,EMEA,paid_search
C0006189,2025-03-31,Mid-Market,North America,paid_search
C0005121,2025-03-31,Enterprise,North America,social_ads
C0004098,2025-03-31,Enterprise,APAC,paid_search
C0000819,2025-03-31,SMB,EMEA,social_ads
C0007935,2025-03-31,Enterprise,North America,referral
C0006891,2025-03-31,Startup,North America,social_ads
C0000991,2025-03-31,SMB,EMEA,social_ads
C0004626,2025-03-31,Startup,LATAM,referral
C0000645,2025-03-31,Mid-Market,APAC,partners
C0008579,2025-03-31,Mid-Market,North America,referral
C0003621,2025-03-31,Mid-Market,North America,organic
C0003559,2025-03-31,Mid-Market,North America,referral
C0005548,2025-03-31,SMB,APAC,paid_search
C0005645,2025-03-31,SMB,North America,paid_search
C0001800,2025-03-31,SMB,APAC,partners
C0008155,2025-04-01,SMB,North America,email
C0007210,2025-04-01,SMB,EMEA,paid_search
C0008189,2025-04-01,Startup,North America,paid_search
C0001802,2025-04-01,SMB,North America,paid_search
C0005908,2025-04-01,Mid-Market,EMEA,paid_search
C0007902,2025-04-01,Startup,EMEA,paid_search
C0004601,2025-04-01,Mid-Market,North America,referral
C0002899,2025-04-01,SMB,EMEA,social_ads
C0005067,2025-04-01,SMB,LATAM,email
C0006702,2025-04-01,SMB,APAC,partners
C0001064,2025-04-02,Enterprise,North America,paid_search
C0008197,2025-04-02,Enterprise,North America,referral
C0008020,2025-04-02,Startup,APAC,social_ads
C0005172,2025-04-02,SMB,EMEA,social_ads
C0003830,2025-04-02,SMB,APAC,paid_search
C0008980,2025-04-02,SMB,LATAM,paid_search
C0008177,2025-04-02,Mid-Market,North America,referral
C0005796,2025-04-02,Mid-Market,North America,referral
C0006719,2025-04-02,SMB,APAC,referral
C0006576,2025-04-02,Startup,APAC,social_ads
C0002455,2025-04-02,Startup,EMEA,organic
C0006077,2025-04-03,Mid-Market,APAC,referral
C0002248,2025-04-03,SMB,North America,referral
C0001513,2025-04-03,SMB,EMEA,paid_search
C0002524,2025-04-03,Startup,North America,paid_search
C0001846,2025-04-03,SMB,APAC,partners
C0000498,2025-04-03,SMB,EMEA,paid_search
C0002797,2025-04-03,Mid-Market,LATAM,referral
C0001449,2025-04-03,Enterprise,EMEA,paid_search
C0004132,2025-04-03,SMB,North America,organic
C0006715,2025-04-03,Mid-Market,EMEA,referral
C0008347,2025-04-03,SMB,APAC,referral
C0005236,2025-04-03,Startup,EMEA,social_ads
C0006014,2025-04-03,Startup,EMEA,organic
C0004971,2025-04-03,Startup,LATAM,organic
C0005504,2025-04-03,SMB,LATAM,partners
C0006392,2025-04-03,Startup,EMEA,paid_search
C0007036,2025-04-03,Mid-Market,APAC,partners
C0007238,2025-04-03,Startup,North America,referral
C0006890,2025-04-04,Startup,North America,paid_search
C0005615,2025-04-04,Mid-Market,North America,organic
C0008571,2025-04-04,Startup,APAC,social_ads
C0003287,2025-04-04,Mid-Market,North America,referral
C0004310,2025-04-04,SMB,APAC,social_ads
C0006645,2025-04-04,SMB,EMEA,organic
C0000120,2025-04-04,Mid-Market,LATAM,partners
C0003822,2025-04-04,SMB,APAC,social_ads
C0006986,2025-04-05,SMB,North America,paid_search
C0002271,2025-04-05,SMB,APAC,social_ads
C0003808,2025-04-05,Mid-Market,APAC,partners
C0004932,2025-04-05,Mid-Market,EMEA,referral
C0007268,2025-04-05,SMB,LATAM,paid_search
C0005024,2025-04-05,SMB,LATAM,social_ads
C0004858,2025-04-06,Mid-Market,North America,social_ads
C0004935,2025-04-06,SMB,EMEA,organic
C0006714,2025-04-06,Mid-Market,North America,organic
C0001773,2025-04-06,SMB,APAC,social_ads
C0002634,2025-04-06,Mid-Market,LATAM,paid_search
C0000586,2025-04-06,SMB,LATAM,partners
C0000440,2025-04-06,Startup,North America,paid_search
C0000096,2025-04-06,Startup,APAC,referral
C0003770,2025-04-06,SMB,North America,paid_search
C0001498,2025-04-06,Mid-Market,LATAM,organic
C0006954,2025-04-07,Mid-Market,LATAM,paid_search
C0002530,2025-04-07,Enterprise,EMEA,referral
C0003116,2025-04-07,Startup,North America,social_ads
C0002429,2025-04-07,SMB,APAC,paid_search
C0007085,2025-04-07,Mid-Market,North America,organic
C0000020,2025-04-07,SMB,EMEA,organic
C0001005,2025-04-07,SMB,APAC,social_ads
C0001079,2025-04-07,Startup,APAC,organic
C0004939,2025-04-07,Mid-Market,APAC,organic
C0005306,2025-04-07,Mid-Market,EMEA,social_ads
C0002043,2025-04-07,Enterprise,EMEA,organic
C0007669,2025-04-07,Mid-Market,North America,referral
C0006795,2025-04-07,Enterprise,North America,social_ads
C0005471,2025-04-07,Startup,APAC,social_ads
C0005596,2025-04-08,Startup,APAC,referral
C0008616,2025-04-08,Startup,North America,organic
C0000329,2025-04-08,Startup,EMEA,paid_search
C0007568,2025-04-08,SMB,North America,referral
C0000229,2025-04-08,Startup,North America,organic
C0000598,2025-04-08,Startup,APAC,social_ads
C0004987,2025-04-08,Startup,North America,paid_search
C0001284,2025-04-08,SMB,North America,email
C0008883,2025-04-09,Mid-Market,North America,referral
C0000685,2025-04-09,Mid-Market,North America,paid_search
C0005025,2025-04-09,SMB,EMEA,referral
C0006061,2025-04-09,Startup,North America,social_ads
C0005907,2025-04-09,Mid-Market,North America,referral
C0005322,2025-04-09,SMB,North America,organic
C0007795,2025-04-09,Enterprise,North America,organic
C0000479,2025-04-09,SMB,North America,social_ads
C0007765,2025-04-09,Mid-Market,North America,partners
C0006817,2025-04-09,SMB,APAC,referral
C0001379,2025-04-09,Mid-Market,North America,referral
C0004870,2025-04-09,Mid-Market,EMEA,partners
C0000065,2025-04-09,Mid-Market,APAC,paid_search
C0006838,2025-04-10,Enterprise,North America,partners
C0000460,2025-04-10,SMB,EMEA,email
C0004482,2025-04-10,SMB,North America,paid_search
C0001746,2025-04-10,Mid-Market,North America,referral
C0003040,2025-04-10,SMB,LATAM,referral
C0001882,2025-04-10,SMB,LATAM,partners
C0008375,2025-04-10,SMB,North America,social_ads
C0006346,2025-04-11,SMB,North America,email
C0008209,2025-04-11,Mid-Market,LATAM,partners
C0008590,2025-04-11,Mid-Market,LATAM,paid_search
C0008413,2025-04-11,Mid-Market,LATAM,paid_search
C0001485,2025-04-11,Startup,North America,social_ads
C0007971,2025-04-11,SMB,APAC,organic
C0001496,2025-04-11,Mid-Market,North America,partners
C0000564,2025-04-11,Startup,EMEA,referral
C0005871,2025-04-11,SMB,LATAM,referral
C0001704,2025-04-11,Startup,EMEA,organic
C0005314,2025-04-11,SMB,EMEA,referral
C0008634,2025-04-11,Enterprise,APAC,partners
C0002783,2025-04-11,Enterprise,APAC,referral
C0000391,2025-04-11,Startup,LATAM,referral
C0001662,2025-04-12,Mid-Market,LATAM,organic
C0003721,2025-04-12,Mid-Market,North America,social_ads
C0008740,2025-04-12,Startup,EMEA,referral
C0004623,2025-04-12,Startup,North America,organic
C0003146,2025-04-12,Startup,APAC,paid_search
C0001865,2025-04-12,Mid-Market,APAC,referral
C0006099,2025-04-12,Mid-Market,LATAM,organic
C0000997,2025-04-12,SMB,North America,social_ads
C0003286,2025-04-12,Startup,North America,paid_search
C0008983,2025-04-12,SMB,APAC,partners
C0002532,2025-04-12,Startup,North America,paid_search
C0006362,2025-04-12,Mid-Market,EMEA,social_ads
C0004165,2025-04-12,Startup,North America,social_ads
C0000308,2025-04-12,SMB,North America,partners
C0001775,2025-04-12,Startup,EMEA,paid_search
C0004740,2025-04-12,SMB,LATAM,referral
C0003105,2025-04-13,Mid-Market,APAC,referral
C0008823,2025-04-13,Startup,EMEA,social_ads
C0001751,2025-04-13,Startup,North America,social_ads
C0004033,2025-04-13,Mid-Market,APAC,paid_search
C0006241,2025-04-13,Mid-Market,LATAM,referral
C0008332,2025-04-13,Mid-Market,APAC,social_ads
C0005742,2025-04-13,Mid-Market,APAC,referral
C0000534,2025-04-13,Mid-Market,North America,referral
C0006144,2025-04-13,Startup,EMEA,social_ads
C0008531,2025-04-14,Mid-Market,APAC,organic
C0007107,2025-04-14,Mid-Market,North America,paid_search
C0006627,2025-04-14,SMB,EMEA,social_ads
C0005956,2025-04-14,Startup,North America,social_ads
C0006132,2025-04-14,Startup,APAC,paid_search
C0009000,2025-04-14,Mid-Market,EMEA,social_ads
C0005623,2025-04-14,SMB,EMEA,email
C0007704,2025-04-14,SMB,North America,referral
C0003273,2025-04-14,Mid-Market,North America,social_ads
C0001633,2025-04-14,SMB,North America,email
C0002510,2025-04-14,Startup,EMEA,social_ads
C0007337,2025-04-14,Startup,APAC,paid_search
C0002453,2025-04-14,Startup,EMEA,social_ads
C0007447,2025-04-14,Mid-Market,APAC,social_ads
C0001848,2025-04-14,SMB,APAC,paid_search
C0000300,2025-04-15,Startup,LATAM,paid_search
C0005098,2025-04-15,Startup,North America,social_ads
C0003842,2025-04-15,Enterprise,North America,social_ads
C0002710,2025-04-15,Mid-Market,APAC,referral
C0002836,2025-04-15,Mid-Market,EMEA,partners
C0004589,2025-04-15,SMB,EMEA,referral
C0001559,2025-04-15,Mid-Market,APAC,organic
C0007300,2025-04-15,SMB,North America,social_ads
C0002553,2025-04-15,SMB,North America,referral
C0006766,2025-04-15,Startup,LATAM,social_ads
C0003048,2025-04-15,SMB,APAC,social_ads
C0003629,2025-04-15,SMB,EMEA,social_ads
C0008613,2025-04-15,Startup,EMEA,paid_search
