transaction_id,customer_id,transaction_date,revenue,cost,product_type
T000023179,C0002327,2025-05-29,113.05,59.42,Add-on
T000045305,C0006432,2025-05-29,42.87,23.17,Core
T000051179,C0006807,2025-05-29,201.58,134.37,Premium
T000042138,C0000844,2025-05-29,330.48,179.18,Core
T000032369,C0003415,2025-05-29,554.84,394.12,Services
T000040577,C0008972,2025-05-29,2440.93,1529.79,Premium
T000059246,C0007460,2025-05-29,698.61,432.96,Add-on
T000028326,C0008112,2025-05-29,266.17,130.92,Core
T000009756,C0003745,2025-05-29,76.86,40.83,Add-on
T000027554,C0001611,2025-05-29,33.43,15.61,Add-on
T000057134,C0005000,2025-05-29,72.45,46.49,Core
T000059108,C0000251,2025-05-29,64.75,40.03,Core
T000059890,C0002438,2025-05-29,946.9,722.9,Premium
T000061726,C0008054,2025-05-29,245.06,183.03,Core
T000061830,C0001421,2025-05-29,527.77,301.63,Add-on
T000061831,C0001421,2025-05-29,2158.07,1952.12,Premium
T000022994,C0002932,2025-05-29,180.39,77.83,Add-on
T000061742,C0007598,2025-05-29,549.48,272.83,Add-on
T000061537,C0005581,2025-05-29,324.9,198.47,Premium
T000047529,C0000487,2025-05-29,214.07,177.62,Services
T000052116,C0008179,2025-05-29,903.23,506.63,Add-on
T000054772,C0005678,2025-05-29,145.77,65.33,Core
T000061832,C0001421,2025-05-29,2443.91,2268.23,Services
T000028800,C0006888,2025-05-29,297.42,234.91,Premium
T000021000,C0005414,2025-05-29,261.03,139.83,Core
T000021578,C0006405,2025-05-29,260.73,116.03,Add-on
T000048318,C0004184,2025-05-29,125.75,111.21,Services
T000047403,C0002936,2025-05-29,516.09,266.34,Add-on
T000035389,C0002409,2025-05-29,404.32,214.13,Add-on
T000060763,C0001806,2025-05-29,135.73,73.96,Add-on
T000011558,C0008635,2025-05-29,124.85,61.23,Core
T000049863,C0005074,2025-05-29,67.78,29.39,Core
T000057852,C0007268,2025-05-29,90.47,52.27,Add-on
T000054134,C0006164,2025-05-29,61.25,48.89,Add-on
T000005412,C0002011,2025-05-29,44.2,26.59,Core
T000056675,C0006094,2025-05-29,1607.52,1159.93,Services
T000046397,C0006001,2025-05-29,463.07,326.43,Core
T000053932,C0001572,2025-05-29,866.19,542.78,Core
T000056624,C0001718,2025-05-29,1289.58,887.9,Premium
T000058062,C0001284,2025-05-29,253.23,137.61,Core
T000018939,C0008402,2025-05-29,1136.3,846.08,Services
T000038158,C0008586,2025-05-29,252.62,202.67,Services
T000041380,C0006883,2025-05-29,2933.62,2615.91,Premium
T000056801,C0003494,2025-05-29,239.89,115.03,Core
T000046073,C0003623,2025-05-29,250.13,127.06,Core
T000039819,C0003041,2025-05-29,552.81,455.9,Services
T000043566,C0007479,2025-05-29,154.65,84.89,Core
T000061730,C0004993,2025-05-29,530.86,227.49,Add-on
T000042731,C0008219,2025-05-29,626.17,441.66,Core
T000020627,C0000716,2025-05-29,915.57,614.55,Core
T000061658,C0006841,2025-05-29,158.71,74.05,Core
T000060262,C0000368,2025-05-29,156.0,94.84,Core
T000028637,C0006188,2025-05-29,271.43,126.75,Core
T000061163,C0003166,2025-05-29,143.29,94.16,Core
T000044623,C0006413,2025-05-29,323.08,218.49,Premium
T000057208,C0005768,2025-05-29,19.94,9.11,Add-on
T000047167,C0004614,2025-05-29,554.24,254.67,Core
T000059573,C0001719,2025-05-29,3777.86,2848.83,Services
T000056140,C0001012,2025-05-29,383.57,244.38,Premium
T000022827,C0008373,2025-05-29,113.38,44.32,Add-on
T000061644,C0005009,2025-05-29,412.7,301.61,Services
T000056285,C0003165,2025-05-29,400.57,280.87,Core
T000058063,C0001284,2025-05-30,128.44,77.53,Core
T000056347,C0006845,2025-05-30,60.67,31.82,Add-on
T000047909,C0008705,2025-05-30,268.72,215.93,Services
T000044994,C0002843,2025-05-30,117.64,58.37,Core
T000057585,C0008189,2025-05-30,34.8,24.85,Add-on
T000019056,C0005205,2025-05-30,1062.83,648.33,Core
T000005691,C0002774,2025-05-30,1370.76,1106.65,Premium
T000045281,C0006497,2025-05-30,58.6,27.75,Core
T000054922,C0005997,2025-05-30,88.38,55.8,Core
T000044625,C0006413,2025-05-30,369.56,204.83,Core
T000061375,C0004068,2025-05-30,152.94,79.22,Core
T000061400,C0006218,2025-05-30,261.05,125.78,Add-on
T000048432,C0001479,2025-05-30,40.23,24.24,Add-on
T000055949,C0002401,2025-05-30,517.2,323.1,Premium
T000040977,C0000887,2025-05-30,49.77,26.01,Core
T000031437,C0005872,2025-05-30,152.19,79.88,Core
T000037686,C0006779,2025-05-30,66.32,34.28,Add-on
T000028264,C0006545,2025-05-30,261.29,138.93,Core
T000061933,C0007889,2025-05-30,175.08,176.13,Services
T000015192,C0007624,2025-05-30,12.36,6.3,Add-on
T000061373,C0004068,2025-05-30,232.13,125.84,Add-on
T000061669,C0008006,2025-05-30,225.77,113.03,Add-on
T000050019,C0001476,2025-05-30,778.42,661.01,Services
T000054444,C0002329,2025-05-30,250.46,136.6,Core
T000043405,C0001238,2025-05-30,123.17,93.82,Add-on
T000051709,C0005693,2025-05-30,140.15,84.83,Core
T000061910,C0007780,2025-05-30,1467.17,754.37,Add-on
T000058856,C0006869,2025-05-30,102.65,93.75,Core
T000061908,C0007780,2025-05-30,165.66,112.41,Core
T000061907,C0007780,2025-05-30,490.29,342.48,Core
T000061715,C0004824,2025-05-30,4567.75,3777.93,Services
T000049565,C0003345,2025-05-30,149.41,67.74,Add-on
T000061670,C0008006,2025-05-30,79.12,55.45,Core
T000051401,C0003426,2025-05-30,478.85,299.25,Core
T000054415,C0002669,2025-05-30,76.38,69.78,Services
T000059140,C0008465,2025-05-30,328.88,137.26,Core
T000061815,C0006533,2025-05-30,742.1,601.3,Premium
T000059508,C0003423,2025-05-30,64.24,31.6,Core
T000061729,C0004993,2025-05-30,788.62,503.05,Premium
T000004509,C0002118,2025-05-30,128.28,107.24,Core
T000061694,C0006370,2025-05-30,104.82,70.98,Add-on
T000009674,C0007833,2025-05-30,79.83,52.0,Core
T000025935,C0004953,2025-05-30,2300.91,1821.54,Premium
T000059212,C0002593,2025-05-30,1301.35,694.15,Core
T000061781,C0005807,2025-05-30,425.68,179.08,Core
T000059407,C0004353,2025-05-30,122.75,67.07,Core
T000061841,C0002911,2025-05-30,268.25,165.35,Core
T000044487,C0005395,2025-05-30,77.94,48.47,Core
T000061873,C0000055,2025-05-30,72.31,39.56,Core
T000005206,C0006476,2025-05-30,324.15,224.67,Premium
T000040795,C0003499,2025-05-30,407.47,277.68,Core
T000027226,C0002544,2025-05-30,421.97,238.66,Core
T000052974,C0000154,2025-05-30,40.77,23.34,Core
T000038247,C0000786,2025-05-30,284.24,163.98,Services
T000053354,C0002816,2025-05-30,2865.0,2108.72,Premium
T000055868,C0002395,2025-05-30,2282.99,1960.29,Services
T000061316,C0000211,2025-05-30,68.14,38.82,Core
T000048098,C0004045,2025-05-30,269.83,148.33,Add-on
T000048860,C0005885,2025-05-30,275.89,130.31,Core
T000059489,C0007278,2025-05-30,214.49,120.49,Add-on
T000057383,C0000600,2025-05-30,138.29,71.19,Core
T000061618,C0000043,2025-05-30,56.93,41.28,Core
T000021476,C0000026,2025-05-30,336.27,201.2,Core
T000060213,C0006653,2025-05-30,16.76,8.32,Add-on
T000019054,C0005205,2025-05-30,972.86,658.85,Core
T000057796,C0005615,2025-05-30,429.94,268.3,Core
T000030314,C0002123,2025-05-30,494.1,255.8,Core
T000056856,C0000831,2025-05-30,197.37,148.12,Premium
T000060659,C0005745,2025-05-30,229.87,125.04,Core
T000061468,C0005821,2025-05-30,66.79,39.82,Core
T000057486,C0006891,2025-05-30,144.85,90.97,Core
T000059382,C0004780,2025-05-30,318.4,265.45,Premium
T000061879,C0006980,2025-05-30,762.84,534.79,Premium
T000043872,C0005591,2025-05-30,108.01,61.01,Core
T000031459,C0005546,2025-05-30,566.95,324.8,Core
T000055606,C0005942,2025-05-30,2323.4,1988.12,Premium
T000060347,C0002924,2025-05-30,72.53,28.36,Add-on
T000031460,C0005546,2025-05-30,378.11,181.53,Add-on
T000020599,C0001645,2025-05-30,145.9,106.24,Premium
T000056292,C0003692,2025-05-30,230.24,153.62,Premium
T000061462,C0005666,2025-05-30,124.22,61.39,Add-on
T000043130,C0008127,2025-05-30,115.9,71.51,Core
T000036289,C0004251,2025-05-30,114.03,59.6,Core
T000038754,C0006109,2025-05-30,235.89,214.86,Services
T000011559,C0008635,2025-05-30,185.22,115.98,Core
T000060596,C0007113,2025-05-30,197.09,135.34,Premium
T000019055,C0005205,2025-05-30,256.82,132.74,Add-on
T000060648,C0008624,2025-05-30,309.66,184.14,Core
T000026644,C0006127,2025-05-30,229.93,98.79,Add-on
T000054579,C0002740,2025-05-30,145.76,78.75,Core
T000025671,C0000693,2025-05-30,1789.38,1066.28,Premium
T000014135,C0003962,2025-05-30,673.02,343.94,Add-on
T000051903,C0001333,2025-05-30,237.1,113.95,Add-on
T000055313,C0007812,2025-05-30,28.28,16.61,Core
T000040030,C0007895,2025-05-30,831.43,657.73,Services
T000059694,C0001917,2025-05-30,15.91,11.28,Add-on
T000060856,C0002366,2025-05-30,3558.57,3222.77,Services
T000016137,C0002049,2025-05-30,418.5,384.77,Services
T000045842,C0002072,2025-05-30,3861.01,2513.81,Core
T000018399,C0005677,2025-05-30,409.91,269.37,Premium
T000061804,C0001534,2025-05-30,902.68,411.95,Add-on
T000051776,C0003640,2025-05-30,258.41,166.09,Premium
T000047132,C0000355,2025-05-30,510.24,193.94,Core
T000055490,C0002469,2025-05-30,734.76,351.24,Core
T000049831,C0004587,2025-05-30,252.32,173.18,Core
T000028154,C0005253,2025-05-30,109.08,58.53,Core
T000061263,C0008050,2025-05-30,88.17,70.71,Services
T000024946,C0006875,2025-05-30,1443.0,996.09,Premium
T000058381,C0006099,2025-05-30,483.16,254.57,Core
T000061415,C0006934,2025-05-30,93.48,40.79,Add-on
T000060855,C0002366,2025-05-30,11565.46,8890.49,Services
T000061791,C0006264,2025-05-30,214.8,196.84,Core
T000048259,C0001422,2025-05-30,561.58,414.24,Premium
T000061829,C0003535,2025-05-31,383.6,330.25,Core
T000048933,C0006942,2025-05-31,698.1,538.68,Services
T000037991,C0007886,2025-05-31,164.96,166.48,Services
T000055325,C0004511,2025-05-31,199.75,184.17,Premium
T000049757,C0006287,2025-05-31,194.04,156.96,Services
T000061568,C0004211,2025-05-31,112.95,49.79,Core
T000003395,C0008977,2025-05-31,621.41,338.82,Core
T000044144,C0002260,2025-05-31,399.76,305.31,Core
T000049609,C0004762,2025-05-31,1794.03,1324.21,Premium
T000041011,C0002026,2025-05-31,385.98,212.29,Premium
T000061898,C0003036,2025-05-31,64.02,32.97,Add-on
T000032971,C0003573,2025-05-31,1112.66,786.93,Premium
T000061975,C0007070,2025-05-31,34.98,21.84,Add-on
T000061977,C0003512,2025-05-31,243.39,139.47,Add-on
T000049051,C0000907,2025-05-31,71.83,54.97,Premium
T000054811,C0006503,2025-05-31,5512.86,5469.43,Services
T000040380,C0004879,2025-05-31,1248.72,1078.52,Services
T000033729,C0001895,2025-05-31,330.96,250.39,Premium
T000061698,C0003275,2025-05-31,81.04,42.97,Core
T000035791,C0001080,2025-05-31,17.08,9.01,Add-on
T000040711,C0002081,2025-05-31,233.86,178.67,Premium
T000049145,C0007687,2025-05-31,2703.59,2185.22,Premium
T000061255,C0003451,2025-05-31,22.32,17.48,Core
T000042535,C0008024,2025-05-31,507.62,265.22,Core
T000061825,C0008301,2025-05-31,123.53,88.14,Core
T000060573,C0006764,2025-05-31,612.02,518.16,Services
T000003614,C0002750,2025-05-31,285.61,133.2,Core
T000022995,C0002932,2025-05-31,67.43,34.74,Core
T000061054,C0000531,2025-05-31,2127.43,1429.45,Premium
T000030776,C0001055,2025-05-31,63.28,27.86,Core
T000042036,C0007060,2025-05-31,59.0,38.68,Core
T000055917,C0006738,2025-05-31,176.18,87.59,Core
T000052288,C0002551,2025-05-31,37.08,25.12,Core
T000061550,C0006170,2025-05-31,117.05,50.39,Core
T000061646,C0005009,2025-05-31,348.15,149.76,Add-on
T000058392,C0000997,2025-05-31,73.04,47.27,Core
T000047405,C0002936,2025-05-31,998.6,551.38,Core
T000045609,C0002767,2025-05-31,396.28,231.48,Add-on
T000046441,C0005159,2025-05-31,68.84,33.18,Core
T000045639,C0005450,2025-05-31,93.74,43.66,Core
T000060852,C0003386,2025-05-31,21.18,17.09,Core
T000061410,C0000333,2025-05-31,25.28,20.16,Core
T000051464,C0005899,2025-05-31,47.52,34.28,Core
T000053242,C0000079,2025-05-31,89.87,54.41,Core
T000003137,C0006055,2025-05-31,2287.24,1798.23,Premium
T000059306,C0007951,2025-05-31,275.33,169.06,Core
T000052890,C0006101,2025-05-31,835.27,507.1,Core
T000050296,C0003413,2025-05-31,568.92,392.38,Premium
T000029936,C0004779,2025-05-31,215.35,188.94,Services
T000061238,C0007930,2025-05-31,108.1,86.24,Premium
T000051036,C0007223,2025-05-31,84.57,45.71,Core
T000041865,C0008869,2025-05-31,279.03,131.85,Core
T000060160,C0008391,2025-05-31,283.1,165.24,Core
T000061837,C0003777,2025-05-31,169.53,142.07,Core
T000032142,C0000319,2025-05-31,85.49,42.41,Add-on
T000061169,C0008878,2025-05-31,80.8,46.74,Core
T000060161,C0008391,2025-05-31,216.62,144.8,Premium
T000052055,C0001448,2025-05-31,69.77,66.22,Premium
T000023120,C0000970,2025-05-31,211.12,112.29,Core
T000050324,C0002690,2025-05-31,205.33,154.25,Services
T000061295,C0003367,2025-05-31,72.67,47.36,Core
T000049750,C0008967,2025-05-31,64.65,30.72,Add-on
T000061699,C0003275,2025-05-31,913.03,612.95,Premium
T000060647,C0008624,2025-05-31,679.53,353.89,Core
T000030312,C0002123,2025-05-31,1397.83,964.14,Services
T000047118,C0001322,2025-05-31,833.06,627.31,Premium
T000061633,C0000674,2025-05-31,1630.18,1073.09,Premium
T000052491,C0007263,2025-05-31,212.2,100.57,Add-on
T000055997,C0003061,2025-05-31,352.29,211.24,Core
T000008297,C0004837,2025-05-31,1031.44,460.52,Add-on
T000061940,C0006941,2025-05-31,521.73,384.4,Core
T000052613,C0005674,2025-05-31,1317.99,1244.4,Premium
T000050998,C0002370,2025-05-31,231.39,152.12,Premium
T000061946,C0005777,2025-05-31,121.69,68.53,Core
T000061816,C0006533,2025-05-31,36.5,18.06,Add-on
T000061954,C0001525,2025-05-31,286.7,159.66,Core
T000044780,C0006220,2025-05-31,1492.77,1278.04,Services
T000057289,C0002531,2025-05-31,44.14,21.25,Add-on
T000012962,C0001182,2025-05-31,258.8,135.89,Core
T000061038,C0008295,2025-05-31,495.17,335.64,Premium
T000023895,C0005379,2025-05-31,60.97,33.41,Core
T000017079,C0000029,2025-05-31,184.98,106.1,Core
T000043870,C0005591,2025-05-31,486.98,236.32,Add-on
T000018491,C0004467,2025-05-31,1164.83,858.58,Premium
T000061909,C0007780,2025-05-31,90.02,54.88,Add-on
T000046673,C0005204,2025-05-31,88.95,41.82,Core
T000019738,C0005878,2025-05-31,189.9,100.92,Core
T000058114,C0007795,2025-05-31,1174.92,687.51,Core
T000061803,C0001534,2025-05-31,933.94,505.86,Core
T000061579,C0000102,2025-05-31,196.91,108.21,Core
T000061918,C0008892,2025-05-31,23.4,22.41,Premium
T000061931,C0003859,2025-05-31,97.73,44.31,Core
T000047116,C0001322,2025-05-31,79.69,37.6,Core
T000035029,C0000316,2025-05-31,312.31,269.6,Premium
T000051284,C0007653,2025-05-31,546.24,300.19,Core
T000051902,C0001333,2025-05-31,1543.62,809.21,Core
T000061911,C0007780,2025-05-31,2256.14,1359.6,Core
T000052357,C0008322,2025-05-31,246.37,129.63,Core
T000047213,C0001643,2025-05-31,151.43,70.99,Core
T000060951,C0004099,2025-05-31,591.47,517.22,Services
T000001557,C0002115,2025-05-31,575.79,414.28,Services
T000017220,C0002916,2025-05-31,63.87,28.47,Core
T000024335,C0007652,2025-05-31,484.39,221.17,Add-on
T000057676,C0002455,2025-05-31,102.57,46.86,Core
T000061664,C0007813,2025-05-31,82.49,35.75,Core
T000013106,C0008367,2025-05-31,155.19,85.29,Core
T000042053,C0004076,2025-05-31,968.49,542.37,Core
T000012724,C0005897,2025-05-31,3359.99,2777.69,Premium
T000025427,C0002847,2025-05-31,406.59,252.06,Premium
T000056116,C0007945,2025-06-01,733.51,544.15,Premium
T000060168,C0001361,2025-06-01,158.36,78.47,Core
T000050216,C0008346,2025-06-01,1770.12,1686.15,Premium
T000055727,C0004406,2025-06-01,543.72,360.34,Premium
T000046340,C0004663,2025-06-01,568.23,371.92,Core
T000051726,C0006415,2025-06-01,2529.07,1934.05,Premium
T000056546,C0008495,2025-06-01,1541.69,1037.69,Premium
T000060604,C0002799,2025-06-01,797.18,515.57,Core
T000054182,C0003024,2025-06-01,63.55,40.87,Add-on
T000041587,C0008574,2025-06-01,267.49,207.86,Services
T000039802,C0000317,2025-06-01,44.89,23.45,Add-on
T000057451,C0006189,2025-06-01,2498.15,2202.91,Services
T000058009,C0007669,2025-06-01,219.73,133.15,Core
T000049252,C0002552,2025-06-01,674.54,449.51,Premium
T000033779,C0004731,2025-06-01,586.86,456.72,Services
T000054038,C0001797,2025-06-01,208.8,184.86,Premium
T000054850,C0004665,2025-06-01,1439.82,957.2,Premium
T000057360,C0001820,2025-06-01,1593.51,1522.88,Services
T000059849,C0004028,2025-06-01,20.39,14.13,Core
T000061955,C0001525,2025-06-01,262.61,137.32,Add-on
T000016910,C0006314,2025-06-01,62.13,30.71,Core
T000013427,C0000193,2025-06-01,605.65,475.82,Services
T000034907,C0001046,2025-06-01,445.96,346.69,Core
T000036993,C0006480,2025-06-01,70.13,54.78,Core
T000051600,C0007114,2025-06-01,679.0,364.79,Core
T000049743,C0000576,2025-06-01,239.01,116.1,Core
T000021775,C0004378,2025-06-01,390.93,281.0,Services
T000049742,C0000576,2025-06-01,81.6,39.48,Add-on
T000006757,C0006016,2025-06-01,862.02,675.08,Premium
T000059294,C0002230,2025-06-01,238.17,99.85,Core
T000055715,C0005916,2025-06-01,3043.17,2186.92,Core
T000030037,C0003641,2025-06-01,511.59,245.14,Core
T000044759,C0001477,2025-06-01,232.25,164.7,Premium
T000051149,C0003785,2025-06-01,631.94,336.65,Core
T000052513,C0006943,2025-06-01,166.41,98.92,Core
T000040745,C0008638,2025-06-01,3255.34,2705.3,Premium
T000040630,C0003098,2025-06-01,38.75,25.03,Add-on
T000038627,C0005986,2025-06-01,346.97,256.05,Services
T000060348,C0002924,2025-06-01,223.44,82.91,Add-on
T000048512,C0007355,2025-06-01,46.0,22.6,Add-on
T000060270,C0000156,2025-06-01,994.52,500.56,Core
T000054646,C0007354,2025-06-01,443.03,252.26,Core
T000055036,C0007746,2025-06-01,8447.94,4329.61,Add-on
T000052415,C0004034,2025-06-01,202.67,146.22,Premium
T000052283,C0001418,2025-06-01,65.06,41.54,Core
T000044361,C0008915,2025-06-01,916.71,658.64,Add-on
T000059426,C0007896,2025-06-01,10579.74,8017.69,Premium
T000060859,C0002366,2025-06-01,6906.91,5633.42,Services
T000054256,C0000144,2025-06-01,59.03,28.03,Core
T000004872,C0005987,2025-06-01,94.97,50.58,Add-on
T000061039,C0008255,2025-06-01,418.88,201.48,Core
T000056462,C0003615,2025-06-01,99.22,76.47,Premium
T000045560,C0005652,2025-06-01,147.71,106.63,Core
T000060017,C0007710,2025-06-01,1832.0,1142.8,Premium
T000059347,C0004240,2025-06-01,69.28,40.9,Core
T000043329,C0001481,2025-06-01,1494.0,1208.76,Premium
T000050773,C0003554,2025-06-01,135.43,67.75,Core
T000053623,C0008033,2025-06-01,301.75,133.5,Add-on
T000046074,C0003623,2025-06-01,203.58,149.89,Services
T000033099,C0005933,2025-06-01,265.69,157.11,Core
T000055963,C0008985,2025-06-01,1109.5,769.13,Core
T000060770,C0004909,2025-06-01,601.38,530.83,Premium
T000059591,C0005181,2025-06-01,109.05,70.2,Core
T000045247,C0001812,2025-06-01,17803.47,10948.52,Premium
T000048392,C0002304,2025-06-01,1277.14,1017.18,Premium
T000056626,C0001718,2025-06-01,605.74,318.38,Core
T000046075,C0003623,2025-06-01,716.33,394.36,Core
T000054583,C0002740,2025-06-01,115.33,57.38,Core
T000049797,C0001688,2025-06-01,156.5,95.49,Core
T000052319,C0003918,2025-06-01,70.7,35.58,Add-on
T000004511,C0002118,2025-06-01,50.98,38.77,Core
T000010796,C0001341,2025-06-01,30.47,16.28,Add-on
T000019705,C0006962,2025-06-01,630.8,360.66,Core
T000058582,C0002710,2025-06-01,2134.1,1650.19,Premium
T000028612,C0002325,2025-06-01,536.39,334.93,Core
T000046187,C0002655,2025-06-01,127.31,77.1,Core
T000031415,C0006208,2025-06-01,726.7,388.73,Core
T000061074,C0005399,2025-06-01,311.22,211.94,Core
T000061328,C0007870,2025-06-01,90.72,52.65,Core
T000007476,C0002346,2025-06-01,6800.73,3873.04,Core
T000050699,C0008632,2025-06-01,25.12,12.55,Core
T000057618,C0005067,2025-06-01,402.11,215.35,Core
T000052008,C0002240,2025-06-01,41.82,24.23,Add-on
T000021748,C0004249,2025-06-01,1978.66,1549.99,Services
T000061731,C0004993,2025-06-01,219.35,105.69,Add-on
T000061948,C0005777,2025-06-01,205.8,141.83,Services
T000025937,C0004953,2025-06-01,3566.36,3015.26,Premium
T000039630,C0001460,2025-06-01,315.53,228.48,Premium
T000061294,C0002813,2025-06-01,215.54,122.15,Core
T000052039,C0005449,2025-06-01,1574.59,1233.12,Premium
T000051752,C0002251,2025-06-01,197.72,142.55,Core
T000050671,C0001827,2025-06-01,2119.31,1397.15,Premium
T000053479,C0003436,2025-06-01,624.98,491.1,Services
T000007578,C0008865,2025-06-01,377.76,165.7,Add-on
T000061603,C0003392,2025-06-01,410.82,280.76,Premium
T000018942,C0008402,2025-06-01,269.64,136.65,Core
T000043891,C0003131,2025-06-01,780.48,554.26,Premium
T000040494,C0007335,2025-06-01,1926.75,1632.69,Services
T000059804,C0001044,2025-06-01,27.25,13.25,Add-on
T000039351,C0007689,2025-06-01,35.48,14.64,Add-on
T000059123,C0007921,2025-06-01,237.89,157.12,Core
T000026022,C0001686,2025-06-01,264.35,148.33,Core
T000046524,C0008594,2025-06-01,5360.55,4236.93,Premium
T000058037,C0007568,2025-06-01,158.1,91.02,Core
T000056423,C0006167,2025-06-01,1281.27,805.98,Core
T000040978,C0000887,2025-06-01,61.65,28.56,Add-on
T000033417,C0004037,2025-06-02,913.4,670.76,Premium
T000014398,C0006023,2025-06-02,71.1,33.29,Add-on
T000039230,C0002479,2025-06-02,20.58,9.95,Add-on
T000009758,C0003745,2025-06-02,583.17,364.8,Premium
T000057885,C0002634,2025-06-02,599.91,374.54,Core
T000059490,C0007278,2025-06-02,321.43,185.18,Core
T000056511,C0004729,2025-06-02,71.71,52.37,Core
T000020241,C0002737,2025-06-02,365.47,258.29,Premium
T000043601,C0006725,2025-06-02,135.42,73.74,Add-on
T000043167,C0000687,2025-06-02,91.94,53.68,Core
T000039618,C0001296,2025-06-02,1256.32,838.65,Premium
T000049868,C0003409,2025-06-02,259.23,149.53,Core
T000047214,C0001643,2025-06-02,89.04,52.39,Core
T000058875,C0007877,2025-06-02,5646.87,4017.42,Premium
T000037688,C0006779,2025-06-02,257.64,163.35,Add-on
T000038278,C0007519,2025-06-02,82.29,46.71,Core
T000050973,C0003973,2025-06-02,136.33,76.05,Core
T000026231,C0004047,2025-06-02,61.53,36.28,Core
T000054264,C0002446,2025-06-02,272.93,209.72,Premium
T000059006,C0007174,2025-06-02,57.32,40.96,Add-on
T000041597,C0004697,2025-06-02,254.47,179.26,Core
T000050959,C0007476,2025-06-02,181.01,90.37,Core
T000049032,C0004475,2025-06-02,81.63,59.02,Core
T000060876,C0001068,2025-06-02,270.54,148.12,Core
T000057857,C0004935,2025-06-02,883.29,683.34,Services
T000042518,C0003876,2025-06-02,2470.34,2109.42,Premium
T000057802,C0008571,2025-06-02,196.61,139.38,Core
T000061062,C0007943,2025-06-02,75.06,44.48,Add-on
T000061838,C0003777,2025-06-02,42.86,34.28,Core
T000062058,C0007275,2025-06-02,35.48,24.1,Core
T000056599,C0005802,2025-06-02,65.98,33.35,Core
T000047440,C0004301,2025-06-02,374.02,197.83,Add-on
T000035594,C0006661,2025-06-02,452.98,290.38,Core
T000035954,C0006338,2025-06-02,316.56,207.8,Core
T000060488,C0007136,2025-06-02,37.51,14.25,Add-on
T000054981,C0004390,2025-06-02,341.4,166.85,Add-on
T000059737,C0000078,2025-06-02,1086.25,590.43,Core
T000061243,C0005941,2025-06-02,146.07,96.35,Premium
T000047613,C0001995,2025-06-02,1512.39,1008.75,Services
T000028756,C0003936,2025-06-02,155.8,104.05,Add-on
T000042257,C0005820,2025-06-02,68.57,39.26,Add-on
T000020348,C0004221,2025-06-02,249.01,135.35,Core
T000034726,C0003866,2025-06-02,71.73,40.93,Core
T000013205,C0005054,2025-06-02,126.49,60.83,Core
T000049147,C0007687,2025-06-02,1094.91,575.1,Add-on
T000040389,C0004879,2025-06-02,208.25,98.19,Add-on
T000050934,C0003521,2025-06-02,172.9,115.22,Core
T000060431,C0007095,2025-06-02,371.66,236.56,Core
T000030644,C0002817,2025-06-02,219.19,114.45,Add-on
T000020393,C0008541,2025-06-02,118.19,60.67,Add-on
T000048433,C0001479,2025-06-02,50.35,27.39,Core
T000043639,C0006172,2025-06-02,84.12,52.76,Core
T000006572,C0002908,2025-06-02,390.61,202.64,Add-on
T000042233,C0001282,2025-06-02,206.14,85.15,Add-on
T000048239,C0005148,2025-06-02,510.56,263.74,Core
T000029460,C0000108,2025-06-02,255.08,214.0,Premium
T000054945,C0008117,2025-06-02,1070.94,1013.87,Services
T000059947,C0002365,2025-06-02,1270.91,742.65,Core
T000053450,C0005925,2025-06-02,138.87,88.69,Core
T000043454,C0004267,2025-06-02,273.35,126.73,Add-on
T000055504,C0000135,2025-06-02,780.58,466.2,Core
T000058485,C0000534,2025-06-02,159.96,98.92,Core
T000043874,C0005591,2025-06-02,538.27,414.68,Premium
T000061543,C0002930,2025-06-02,323.34,131.76,Core
T000034135,C0001065,2025-06-02,70.47,31.59,Core
T000042335,C0006431,2025-06-02,38.23,23.64,Premium
T000060857,C0002366,2025-06-02,3343.21,2804.54,Premium
T000061421,C0004873,2025-06-02,3226.62,2707.07,Premium
T000044557,C0007436,2025-06-02,191.95,97.3,Add-on
T000048107,C0004896,2025-06-02,57.21,26.63,Core
T000060125,C0003906,2025-06-02,990.74,517.47,Core
T000049272,C0001853,2025-06-02,403.96,250.76,Core
T000048222,C0005990,2025-06-02,127.89,108.59,Services
T000051684,C0008981,2025-06-02,63.44,51.07,Services
T000029286,C0002838,2025-06-02,1111.43,819.69,Premium
T000050614,C0004512,2025-06-02,549.13,395.63,Add-on
T000060378,C0008775,2025-06-02,1381.93,970.95,Services
T000053313,C0003452,2025-06-02,44.46,21.73,Add-on
T000055546,C0008796,2025-06-02,5291.37,3912.03,Premium
T000056919,C0005302,2025-06-02,1896.28,1391.79,Premium
T000043889,C0003131,2025-06-02,1307.95,890.8,Premium
T000003615,C0002750,2025-06-02,116.97,62.73,Core
T000017903,C0007965,2025-06-02,1413.62,931.91,Premium
T000057340,C0001254,2025-06-02,14.54,11.46,Add-on
T000045733,C0004774,2025-06-02,95.82,60.06,Add-on
T000050478,C0000500,2025-06-02,328.46,289.94,Premium
T000026633,C0002939,2025-06-02,139.89,95.53,Core
T000055656,C0002931,2025-06-02,137.95,105.69,Services
T000020018,C0005632,2025-06-02,173.03,145.77,Services
T000020016,C0005632,2025-06-02,193.87,125.8,Core
T000050477,C0000500,2025-06-02,449.74,304.56,Core
T000060508,C0003175,2025-06-02,21.0,9.81,Core
T000054612,C0006510,2025-06-02,56.26,38.34,Core
